tipo_evento,departamento,codigo_dane_departamento,municipio,codigo_dane_municipio,a_o,mes,evento,tipo_lugar,tipo_area,latitud_cabecera,longitud_cabecera,sitio,geocoded_column
Desminado militar en operaciones,BOLIVAR,13,CALAMAR,13140,2003,9,Incidente,Sin informacion,Rural,10.261675,-74.922656,Sin información,"{'type': 'Point', 'coordinates': [-74.922656, 10.261675]}"
Desminado militar en operaciones,CESAR,20,BECERRIL,20045,2002,2,Incidente,Sin informacion,Rural,9.697778,-73.255556,Sin información,"{'type': 'Point', 'coordinates': [-73.255556, 9.697778]}"
Desminado militar en operaciones,CUNDINAMARCA,25,MEDINA,25438,2003,12,Incidente,Sin informacion,Rural,4.514584,-73.354684,Sin información,"{'type': 'Point', 'coordinates': [-73.354684, 4.514584]}"
Desminado militar en operaciones,ARAUCA,81,TAME,81794,2004,1,Incidente,Sin informacion,Rural,6.462331,-71.739004,Sin información,"{'type': 'Point', 'coordinates': [-71.739004, 6.462331]}"
Desminado militar en operaciones,SANTANDER,68,SABANA DE TORRES,68655,2004,1,Incidente,Sin informacion,Rural,7.337222,-73.448333,Sin información,"{'type': 'Point', 'coordinates': [-73.448333, 7.337222]}"
Desminado militar en operaciones,GUAVIARE,95,EL RETORNO,95025,2004,2,Incidente,Sin informacion,Rural,2.134722,-72.583611,Sin información,"{'type': 'Point', 'coordinates': [-72.583611, 2.134722]}"
Desminado militar en operaciones,ARAUCA,81,TAME,81794,2004,1,Incidente,Sin informacion,Rural,6.255833,-71.961667,Sin información,"{'type': 'Point', 'coordinates': [-71.961667, 6.255833]}"
Desminado militar en operaciones,META,50,EL CASTILLO,50251,2004,3,Incidente,Sin informacion,Rural,3.565374,-73.798315,Sin información,"{'type': 'Point', 'coordinates': [-73.798315, 3.565374]}"
Desminado militar en operaciones,CUNDINAMARCA,25,LA PALMA,25394,2004,1,Incidente,Sin informacion,Rural,5.304944,-74.439,Sin información,"{'type': 'Point', 'coordinates': [-74.439, 5.304944]}"
Desminado militar en operaciones,SANTANDER,68,SIMACOTA,68745,2004,4,Incidente,Sin informacion,Rural,6.4473,-73.341498,Sin información,"{'type': 'Point', 'coordinates': [-73.341498, 6.4473]}"
Desminado militar en operaciones,CAQUETA,18,CARTAGENA DEL CHAIRÁ,18150,2004,4,Incidente,Sin informacion,Rural,1.298056,-74.658056,Sin información,"{'type': 'Point', 'coordinates': [-74.658056, 1.298056]}"
Desminado militar en operaciones,ARAUCA,81,TAME,81794,2004,4,Incidente,Sin informacion,Rural,6.500556,-71.367778,Sin información,"{'type': 'Point', 'coordinates': [-71.367778, 6.500556]}"
Desminado militar en operaciones,CAQUETA,18,BELÉN DE LOS ANDAQUÍES,18094,2003,5,Incidente,Sin informacion,Rural,1.416294,-75.872104,Sin información,"{'type': 'Point', 'coordinates': [-75.872104, 1.416294]}"
Desminado militar en operaciones,CAQUETA,18,CARTAGENA DEL CHAIRÁ,18150,2010,2,Incidente,Sin informacion,Rural,1.321111,-74.811944,Vereda Las Marimbas,"{'type': 'Point', 'coordinates': [-74.811944, 1.321111]}"
Desminado militar en operaciones,VAUPES,97,MITÚ,97001,2004,5,Incidente,Sin informacion,Rural,1.228056,-70.246111,Sin información,"{'type': 'Point', 'coordinates': [-70.246111, 1.228056]}"
Desminado militar en operaciones,BOLIVAR,13,MORALES,13473,2004,8,Incidente,Sin informacion,Rural,8.323889,-74.116944,Sin información,"{'type': 'Point', 'coordinates': [-74.116944, 8.323889]}"
Desminado militar en operaciones,ANTIOQUIA,5,URRAO,5847,2004,7,Incidente,Sin informacion,Rural,6.380278,-76.155833,Sin información,"{'type': 'Point', 'coordinates': [-76.155833, 6.380278]}"
Desminado militar en operaciones,HUILA,41,ISNOS,41359,2004,10,Incidente,Sin informacion,Rural,1.935591,-76.240579,Sin información,"{'type': 'Point', 'coordinates': [-76.240579, 1.935591]}"
Desminado militar en operaciones,CAUCA,19,SANTA ROSA,19701,2005,1,Incidente,Sin informacion,Rural,1.734444,-76.480556,Sin información,"{'type': 'Point', 'coordinates': [-76.480556, 1.734444]}"
Desminado militar en operaciones,META,50,VISTAHERMOSA,50711,2004,6,Incidente,Sin informacion,Rural,3.109167,-73.791389,Sin información,"{'type': 'Point', 'coordinates': [-73.791389, 3.109167]}"
Desminado militar en operaciones,PUTUMAYO,86,PUERTO CAICEDO,86569,2004,6,Incidente,Sin informacion,Rural,0.701389,-76.419444,Sin información,"{'type': 'Point', 'coordinates': [-76.419444, 0.701389]}"
Desminado militar en operaciones,LA GUAJIRA,44,LA JAGUA DEL PILAR,44420,2003,6,Incidente,Sin informacion,Rural,10.5145,-73.075638,Sin información,"{'type': 'Point', 'coordinates': [-73.075638, 10.5145]}"
Desminado militar en operaciones,PUTUMAYO,86,VILLAGARZÓN,86885,2004,7,Incidente,Sin informacion,Rural,0.906944444444444,-76.6794444444444,Sin información,"{'type': 'Point', 'coordinates': [-76.6794444444444, 0.906944444444444]}"
Desminado militar en operaciones,CAUCA,19,CALOTO,19142,2005,2,Incidente,Sin informacion,Rural,3.037081,-76.411678,Sin información,"{'type': 'Point', 'coordinates': [-76.411678, 3.037081]}"
Desminado militar en operaciones,HUILA,41,NEIVA,41001,2005,3,Incidente,Sin informacion,Rural,2.966667,-75.248056,Sin información,"{'type': 'Point', 'coordinates': [-75.248056, 2.966667]}"
Desminado militar en operaciones,HUILA,41,GIGANTE,41306,2005,5,Incidente,Sin informacion,Rural,2.391251,-75.551613,Sin información,"{'type': 'Point', 'coordinates': [-75.551613, 2.391251]}"
Desminado militar en operaciones,META,50,PUERTO RICO,50590,2006,5,Incidente,Sin informacion,Rural,2.939542,-73.207891,Sin información,"{'type': 'Point', 'coordinates': [-73.207891, 2.939542]}"
Desminado militar en operaciones,BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2005,5,Incidente,Sin informacion,Rural,9.685015,-75.122094,Sin información,"{'type': 'Point', 'coordinates': [-75.122094, 9.685015]}"
Desminado militar en operaciones,META,50,VISTAHERMOSA,50711,2005,2,Incidente,Sin informacion,Rural,2.906389,-73.548889,Sin información,"{'type': 'Point', 'coordinates': [-73.548889, 2.906389]}"
Desminado militar en operaciones,PUTUMAYO,86,PUERTO ASÍS,86568,2005,7,Incidente,Sin informacion,Rural,0.501389,-76.52,Sin información,"{'type': 'Point', 'coordinates': [-76.52, 0.501389]}"
Desminado militar en operaciones,CAQUETA,18,BELÉN DE LOS ANDAQUÍES,18094,2005,1,Incidente,Sin informacion,Rural,1.568056,-75.863333,Sin información,"{'type': 'Point', 'coordinates': [-75.863333, 1.568056]}"
Desminado militar en operaciones,CALDAS,17,MARULANDA,17446,2005,7,Incidente,Sin informacion,Rural,5.28699,-75.263476,Sin información,"{'type': 'Point', 'coordinates': [-75.263476, 5.28699]}"
Desminado militar en operaciones,META,50,PUERTO RICO,50590,2010,2,Incidente,Sin informacion,Rural,2.754444,-73.199167,La Primavera,"{'type': 'Point', 'coordinates': [-73.199167, 2.754444]}"
Desminado militar en operaciones,META,50,URIBE,50370,2010,2,Incidente,Sin informacion,Rural,2.736944,-74.383333,El Platanillo,"{'type': 'Point', 'coordinates': [-74.383333, 2.736944]}"
Desminado militar en operaciones,META,50,VISTAHERMOSA,50711,2010,2,Incidente,Sin informacion,Rural,2.8775,-73.506667,Vereda La Cabaña,"{'type': 'Point', 'coordinates': [-73.506667, 2.8775]}"
Desminado militar en operaciones,BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2005,8,Incidente,Sin informacion,Rural,9.625,-75.044444,Sin información,"{'type': 'Point', 'coordinates': [-75.044444, 9.625]}"
Desminado militar en operaciones,ANTIOQUIA,5,REMEDIOS,5604,2005,8,Incidente,Sin informacion,Rural,7.030573,-74.696332,Sin información,"{'type': 'Point', 'coordinates': [-74.696332, 7.030573]}"
Desminado militar en operaciones,META,50,PUERTO RICO,50590,2005,9,Incidente,Sin informacion,Rural,2.940912,-73.216122,Sin información,"{'type': 'Point', 'coordinates': [-73.216122, 2.940912]}"
Desminado militar en operaciones,META,50,PUERTO RICO,50590,2005,10,Incidente,Sin informacion,Rural,2.940912,-73.216122,Sin información,"{'type': 'Point', 'coordinates': [-73.216122, 2.940912]}"
Desminado militar en operaciones,META,50,URIBE,50370,2005,11,Incidente,Sin informacion,Rural,3.247058,-74.349031,Sin información,"{'type': 'Point', 'coordinates': [-74.349031, 3.247058]}"
Desminado militar en operaciones,CESAR,20,AGUSTÍN CODAZZI,20013,2005,11,Incidente,Sin informacion,Rural,10.035868,-73.239035,Sin información,"{'type': 'Point', 'coordinates': [-73.239035, 10.035868]}"
Desminado militar en operaciones,TOLIMA,73,PLANADAS,73555,2005,12,Incidente,Sin informacion,Rural,3.197708,-75.648339,Sin información,"{'type': 'Point', 'coordinates': [-75.648339, 3.197708]}"
Desminado militar en operaciones,ANTIOQUIA,5,SONSÓN,5756,2005,12,Incidente,Sin informacion,Rural,5.798889,-75.274444,Sin información,"{'type': 'Point', 'coordinates': [-75.274444, 5.798889]}"
Desminado militar en operaciones,CHOCO,27,BAGADÓ,27073,2006,1,Incidente,Sin informacion,Rural,5.496667,-76.161667,Sin información,"{'type': 'Point', 'coordinates': [-76.161667, 5.496667]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,SARDINATA,54720,2006,2,Incidente,Sin informacion,Rural,8.083016,-72.801023,Sin información,"{'type': 'Point', 'coordinates': [-72.801023, 8.083016]}"
Desminado militar en operaciones,HUILA,41,ALGECIRAS,41020,2006,4,Incidente,Sin informacion,Rural,2.591667,-75.143889,Sin información,"{'type': 'Point', 'coordinates': [-75.143889, 2.591667]}"
Desminado militar en operaciones,BOLIVAR,13,ALTOS DEL ROSARIO,13030,2006,3,Incidente,Sin informacion,Rural,8.790984,-74.16891,Sin información,"{'type': 'Point', 'coordinates': [-74.16891, 8.790984]}"
Desminado militar en operaciones,ANTIOQUIA,5,VALDIVIA,5854,2004,3,Incidente,Sin informacion,Rural,7.167399,-75.441469,Sin información,"{'type': 'Point', 'coordinates': [-75.441469, 7.167399]}"
Desminado militar en operaciones,META,50,URIBE,50370,2006,4,Incidente,Sin informacion,Rural,3.200278,-74.345,Sin información,"{'type': 'Point', 'coordinates': [-74.345, 3.200278]}"
Desminado militar en operaciones,CHOCO,27,BAGADÓ,27073,2006,7,Incidente,Sin informacion,Rural,5.418889,-76.404444,Sin información,"{'type': 'Point', 'coordinates': [-76.404444, 5.418889]}"
Desminado militar en operaciones,BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2006,3,Incidente,Sin informacion,Rural,9.684722,-75.325,Sin información,"{'type': 'Point', 'coordinates': [-75.325, 9.684722]}"
Desminado militar en operaciones,BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2006,2,Incidente,Sin informacion,Rural,9.704167,-75.316667,Sin información,"{'type': 'Point', 'coordinates': [-75.316667, 9.704167]}"
Desminado militar en operaciones,CAUCA,19,TOTORÓ,19824,2006,8,Incidente,Sin informacion,Rural,2.511737,-76.400933,Sin información,"{'type': 'Point', 'coordinates': [-76.400933, 2.511737]}"
Desminado militar en operaciones,CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2006,8,Incidente,Sin informacion,Rural,2.477778,-74.979167,Sin información,"{'type': 'Point', 'coordinates': [-74.979167, 2.477778]}"
Desminado militar en operaciones,VALLE DEL CAUCA,76,BUGA,76111,2006,8,Incidente,Sin informacion,Rural,3.778056,-76.055556,Sin información,"{'type': 'Point', 'coordinates': [-76.055556, 3.778056]}"
Desminado militar en operaciones,BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2004,3,Incidente,Sin informacion,Rural,9.685015,-75.122094,Sin información,"{'type': 'Point', 'coordinates': [-75.122094, 9.685015]}"
Desminado militar en operaciones,PUTUMAYO,86,ORITO,86320,2006,9,Incidente,Sin informacion,Rural,0.664866,-76.869171,Sin información,"{'type': 'Point', 'coordinates': [-76.869171, 0.664866]}"
Desminado militar en operaciones,CUNDINAMARCA,25,LA PALMA,25394,2003,6,Incidente,Sin informacion,Rural,5.363998,-74.393078,Sin información,"{'type': 'Point', 'coordinates': [-74.393078, 5.363998]}"
Accidente por MAP,ANTIOQUIA,5,ALEJANDRÍA,5021,2003,6,Accidente,Centro de salud,Rural,6.388611111111112,-75.06555555555556,El Respaldo,"{'type': 'Point', 'coordinates': [-75.06555555555556, 6.3886111111111115]}"
Desminado militar en operaciones,META,50,MESETAS,50330,2006,9,Incidente,Sin informacion,Rural,3.380371,-74.042419,Sin información,"{'type': 'Point', 'coordinates': [-74.042419, 3.380371]}"
Desminado militar en operaciones,BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2004,6,Incidente,Sin informacion,Rural,9.72129628532,-75.1224120803,Sector San Francisco,"{'type': 'Point', 'coordinates': [-75.1224120803, 9.72129628532]}"
Desminado militar en operaciones,META,50,PUERTO RICO,50590,2006,7,Incidente,Sin informacion,Rural,2.770556,-73.1225,Sin información,"{'type': 'Point', 'coordinates': [-73.1225, 2.770556]}"
Desminado militar en operaciones,ANTIOQUIA,5,ITUANGO,5361,2006,8,Incidente,Sin informacion,Rural,7.238056,-75.86,Sin información,"{'type': 'Point', 'coordinates': [-75.86, 7.238056]}"
Desminado militar en operaciones,ANTIOQUIA,5,ARGELIA,5055,2006,8,Incidente,Sin informacion,Rural,5.696389,-75.071389,Sin información,"{'type': 'Point', 'coordinates': [-75.071389, 5.696389]}"
Desminado militar en operaciones,BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2004,10,Incidente,Sin informacion,Rural,9.72129628532,-75.1224120803,Sector Carare,"{'type': 'Point', 'coordinates': [-75.1224120803, 9.72129628532]}"
Desminado militar en operaciones,META,50,PUERTO RICO,50590,2006,11,Incidente,Sin informacion,Rural,2.810556,-73.42,Sin información,"{'type': 'Point', 'coordinates': [-73.42, 2.810556]}"
Desminado militar en operaciones,BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2005,1,Incidente,Sin informacion,Rural,9.72129628532,-75.1224120803,Alrededor Estadio,"{'type': 'Point', 'coordinates': [-75.1224120803, 9.72129628532]}"
Desminado militar en operaciones,TOLIMA,73,CAJAMARCA,73124,2007,3,Incidente,Sin informacion,Rural,4.441646,-75.426627,Sin información,"{'type': 'Point', 'coordinates': [-75.426627, 4.441646]}"
Desminado militar en operaciones,BOYACA,15,PISBA,15550,2007,3,Incidente,Sin informacion,Rural,5.743056,-72.500556,Sin información,"{'type': 'Point', 'coordinates': [-72.500556, 5.743056]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,TEORAMA,54800,2007,4,Incidente,Sin informacion,Rural,8.604167,-73.237778,Sin información,"{'type': 'Point', 'coordinates': [-73.237778, 8.604167]}"
Desminado militar en operaciones,CAQUETA,18,MONTAÑITA,18410,2007,5,Incidente,Sin informacion,Rural,1.275,-75.206667,Sin información,"{'type': 'Point', 'coordinates': [-75.206667, 1.275]}"
Desminado militar en operaciones,CAUCA,19,ARGELIA,19050,2007,5,Incidente,Sin informacion,Rural,2.17916666666667,-77.2183333333333,Sin información,"{'type': 'Point', 'coordinates': [-77.2183333333333, 2.17916666666667]}"
Desminado militar en operaciones,ANTIOQUIA,5,NARIÑO,5483,2007,6,Incidente,Sin informacion,Rural,5.459444,-75.273889,Sin información,"{'type': 'Point', 'coordinates': [-75.273889, 5.459444]}"
Desminado militar en operaciones,CAUCA,19,CORINTO,19212,2007,4,Incidente,Sin informacion,Rural,3.140556,-76.213056,Sin información,"{'type': 'Point', 'coordinates': [-76.213056, 3.140556]}"
Desminado militar en operaciones,BOLIVAR,13,SAN PABLO,13670,2007,9,Incidente,Sin informacion,Rural,7.483919,-73.933361,Sin información,"{'type': 'Point', 'coordinates': [-73.933361, 7.483919]}"
Desminado militar en operaciones,PUTUMAYO,86,VILLAGARZÓN,86885,2010,2,Incidente,Sin informacion,Rural,0.886389,-76.575556,Puerto Umbría,"{'type': 'Point', 'coordinates': [-76.575556, 0.886389]}"
Desminado militar en operaciones,TOLIMA,73,PLANADAS,73555,2007,7,Incidente,Sin informacion,Rural,2.989444,-75.751667,Sin información,"{'type': 'Point', 'coordinates': [-75.751667, 2.989444]}"
Desminado militar en operaciones,TOLIMA,73,PLANADAS,73555,2007,9,Incidente,Sin informacion,Rural,3.197458,-75.643224,Sin información,"{'type': 'Point', 'coordinates': [-75.643224, 3.197458]}"
Desminado militar en operaciones,BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2007,6,Incidente,Sin informacion,Rural,9.6025,-75.082222,Sin información,"{'type': 'Point', 'coordinates': [-75.082222, 9.6025]}"
Desminado militar en operaciones,NARIÑO,52,IPIALES,52356,2007,10,Incidente,Sin informacion,Rural,0.826836,-77.638252,Sin información,"{'type': 'Point', 'coordinates': [-77.638252, 0.826836]}"
Desminado militar en operaciones,BOLIVAR,13,CANTAGALLO,13160,2007,11,Incidente,Sin informacion,Rural,7.271111,-74.105556,Sin información,"{'type': 'Point', 'coordinates': [-74.105556, 7.271111]}"
Desminado militar en operaciones,BOYACA,15,SOCOTÁ,15755,2007,10,Incidente,Sin informacion,Rural,5.989664,-72.629194,Sin información,"{'type': 'Point', 'coordinates': [-72.629194, 5.989664]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,EL TARRA,54250,2007,11,Incidente,Sin informacion,Rural,8.616944,-73.073333,Sin información,"{'type': 'Point', 'coordinates': [-73.073333, 8.616944]}"
Desminado militar en operaciones,BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2007,5,Incidente,Sin informacion,Rural,9.706667,-75.129722,Sin información,"{'type': 'Point', 'coordinates': [-75.129722, 9.706667]}"
Desminado militar en operaciones,TOLIMA,73,PLANADAS,73555,2008,1,Incidente,Sin informacion,Rural,2.986389,-75.768056,Sin información,"{'type': 'Point', 'coordinates': [-75.768056, 2.986389]}"
Incautaciones,ARAUCA,81,TAME,81794,2009,3,Incidente,Campamentos ilegales,Rural,6.570556,-71.415,La Florida Baja,"{'type': 'Point', 'coordinates': [-71.415, 6.570556]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,EL TARRA,54250,2008,1,Incidente,Sin informacion,Rural,8.700278,-73.022222,Sin información,"{'type': 'Point', 'coordinates': [-73.022222, 8.700278]}"
Desminado militar en operaciones,HUILA,41,AIPE,41016,2008,1,Incidente,Sin informacion,Rural,3.222776,-75.238066,Sin información,"{'type': 'Point', 'coordinates': [-75.238066, 3.222776]}"
Desminado militar en operaciones,META,50,MESETAS,50330,2008,1,Incidente,Sin informacion,Rural,3.211111,-74.105278,Sin información,"{'type': 'Point', 'coordinates': [-74.105278, 3.211111]}"
Desminado militar en operaciones,CAUCA,19,SILVIA,19743,2008,2,Incidente,Sin informacion,Rural,2.612476,-76.379474,Sin información,"{'type': 'Point', 'coordinates': [-76.379474, 2.612476]}"
Desminado militar en operaciones,ARAUCA,81,ARAUQUITA,81065,2008,4,Incidente,Sin informacion,Rural,7.023186,-71.384978,Sin información,"{'type': 'Point', 'coordinates': [-71.384978, 7.023186]}"
Desminado militar en operaciones,ANTIOQUIA,5,ANORÍ,5040,2008,4,Incidente,Sin informacion,Rural,7.073333,-75.147222,Sin información,"{'type': 'Point', 'coordinates': [-75.147222, 7.073333]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,EL CARMEN,54245,2008,5,Incidente,Sin informacion,Rural,8.507478,-73.44629,Sin información,"{'type': 'Point', 'coordinates': [-73.44629, 8.507478]}"
Desminado militar en operaciones,META,50,PUERTO RICO,50590,2008,5,Incidente,Sin informacion,Rural,2.939542,-73.207891,Sin información,"{'type': 'Point', 'coordinates': [-73.207891, 2.939542]}"
Desminado militar en operaciones,BOLIVAR,13,CÓRDOBA,13212,2007,3,Incidente,Sin informacion,Rural,9.633056,-74.909722,Sin información,"{'type': 'Point', 'coordinates': [-74.909722, 9.633056]}"
Desminado militar en operaciones,CAUCA,19,MIRANDA,19455,2012,4,Incidente,Sin informacion,Rural,3.233056,-76.226667,Hacienda Las Pilas,"{'type': 'Point', 'coordinates': [-76.226667, 3.233056]}"
Desminado militar en operaciones,GUAVIARE,95,CALAMAR,95015,2012,4,Incidente,Sin informacion,Rural,1.951111,-72.518889,Ag.Vrda La Argelia,"{'type': 'Point', 'coordinates': [-72.518889, 1.951111]}"
Desminado militar en operaciones,META,50,VISTAHERMOSA,50711,2012,4,Incidente,Sin informacion,Rural,2.395833,-73.291389,Caño San José,"{'type': 'Point', 'coordinates': [-73.291389, 2.395833]}"
Desminado militar en operaciones,NARIÑO,52,IPIALES,52356,2012,4,Incidente,Sin informacion,Rural,0.385556,-77.19,Vereda San Jose De Los Pinos,"{'type': 'Point', 'coordinates': [-77.19, 0.385556]}"
Incautaciones,ANTIOQUIA,5,APARTADÓ,5045,2009,4,Incidente,Campamentos ilegales,Rural,7.968333,-76.510556,El Porvenir,"{'type': 'Point', 'coordinates': [-76.510556, 7.968333]}"
Desminado militar en operaciones,ARAUCA,81,TAME,81794,2012,4,Incidente,Sin informacion,Rural,6.539444,-71.7075,Via Principal Que Conduce A Fortul,"{'type': 'Point', 'coordinates': [-71.7075, 6.539444]}"
